id,codexid,cote,lecture,element
12435,31,387_628v_34,zoquichiuhqui," comitl,"
12436,31,387_628v_36,huitzne," huitztli, macpalli,"
12437,31,387_628v_37,texinqui," piqui, tepoztli_2,"
12438,31,387_628v_39,texal," xalli, tetl,"
12439,31,387_628v_40,zoquichiuhqui," comitl,"
12440,31,387_628v_42,cuatzon," tzontli, cuaitl,"
12441,31,387_628v_43,tlamatqui," piqui, xiquipilli,"
12442,31,387_628v_45,tlahuan," caxitl, octli,"
12443,31,387_628v_46,zoquichiuhqui *," comitl,"
12444,31,387_628v_48,acuicuil," atl, tlacuilolli,"
12445,31,387_628v_49,tlamatqui *," xiquipilli, piqui,"
12446,31,387_628v_49b,zoquichiuhqui *," comitl,"
12447,31,387_628v_51,tlacochin," mitl,"
12448,31,387_628v_52,zoquichiuhqui *," comitl,"
12449,31,387_628v_54,ocelotl," ocelotl,"
12450,31,387_628v_55,tlamatqui," piqui, xiquipilli,"
12451,31,387_628v_56,zoquichiuhqui *," comitl,"
12452,31,387_628v_58,mixcohuatl," mixtli, cohuatl,"
12453,31,387_628v_59,zoquichiuhqui *," comitl,"
12454,31,387_628v_61,yaotl," ayotl,"
12455,31,387_628v_62,tlacpatlapia ?," ?,"
12456,31,387_629r_02,acatl," acatl,"
12457,31,387_629r_03,centecpanpixqui," pantli,"
12458,31,387_629r_05,mimich," michin,"
12459,31,387_629r_07,acatl," acatl,"
12460,31,387_629r_09,yaqui," xocpalmachiyotl,"
12461,31,387_629r_10,macuiltecpanpixqui ?," pantli,"
12462,31,387_629r_12,tozcocatl ?," tlacatl, xocpalmachiyotl,"
12463,31,387_629r_14,ocelotl," ocelotl,"
12464,31,387_629r_17,cuauhtli," cuauhtli,"
12465,31,387_629r_19,cexochitl," xochitl,"
12466,31,387_629r_21,tochtli," tochtli,"
12467,31,387_629r_23,yaozaca," ayotl, zacatl,"
12468,31,387_629r_25,cuauhtliztac," cuauhtli, iztac,"
12469,31,387_629r_27,tocatl," tocatl,"
12470,31,387_629r_29,zanen," nenetl,"
12471,31,387_629r_31,acol," atl, maitl_1,"
12472,31,387_629r_33,xiuhnel," xihuitl_3,"
12473,31,387_629r_35,xochitl," xochitl,"
12474,31,387_629r_37,yaotl," ayotl,"
12475,31,387_629r_39,ozoma," ozomatli,"
12476,31,387_629r_41,cuauhtli," cuauhtli,"
12477,31,387_629r_43,tlacuatl," tlacuatl, maitl_1,"
12478,31,387_629v_04,xochitl," xochitl,"
12479,31,387_629v_05,centecpanpixqui," pantli,"
12480,31,387_629v_07,yaotl," ayotl,"
12481,31,387_629v_09,acapixahua," acatl,"
12482,31,387_629v_11,amacozatl," amatl, ?, atl,"
12483,31,387_629v_13,cuauhtli," cuauhtli,"
12484,31,387_629v_15,huitznahua," huitztli,"
12485,31,387_629v_17,cohuatl," cohuatl,"
12486,31,387_629v_19,cuinal ?," itzcuintli, xalli,"
12487,31,387_629v_21,ayaquica," tlacatl, ixayotl,"
12488,31,387_629v_23,?," calli, icopi, tlacatl,"
12489,31,387_629v_25,cuauhtli," cuauhtli,"
12490,31,387_629v_27,tecpatl," tecpatl,"
12491,31,387_629v_29,camach ?," camachalli, macpalli,"
12492,31,387_629v_31,cuauhtli," cuauhtli,"
12493,31,387_629v_33,quiyauh," quiyahuitl,"
12494,31,387_629v_35,quetzaltototl," tototl, quetzalli,"
12495,31,387_629v_37,ocelotl," ocelotl,"
12496,31,387_629v_39,yaotl," ayotl,"
12497,31,387_629v_41,cetecpatl," tecpatl,"
12498,31,387_629v_43,mimich," michin,"
12499,31,387_630r_02,xiuhtli," xihuitl_3,"
12500,31,387_630r_03,centecpanpixqui," pantli,"
12501,31,387_630r_05,zolin," zolin,"
12502,31,387_630r_07,yaotl," ayotl,"
12503,31,387_630r_09,teocuitla," teocuitlatl, tetl,"
12504,31,387_630r_11,yaotl," ayotl,"
12505,31,387_630r_13,xochicuic," xochitl, piqui,"
12506,31,387_630r_15,tlaxich," tlaxichtli,"
12507,31,387_630r_17,tequipazol," tetl, ?,"
12508,31,387_630r_19,cuicahuehuetl," huehuetl,"
12509,31,387_630r_21,itzcuauh," itztli, cuauhtli,"
12510,31,387_630r_23,teicniuh ?," xayacatl, ?,"
12511,31,387_630r_25,xiuhtli," xihuitl_3,"
12512,31,387_630r_27,cozcacuauh," cuauhtli, cozcatl,"
12513,31,387_630r_29,cipac," cipactli,"
12514,31,387_630r_31,cohuatl," cohuatl,"
12515,31,387_630r_33,ehecatl," ehecatl,"
12516,31,387_630r_35,temazatl," mazatl, tetl,"
12517,31,387_630r_37,yaotl," ayotl,"
12518,31,387_630r_39,huitzne," huitztli,"
12519,31,387_630r_41,ome," ce,"
12520,31,387_630r_43,tlatonac," tlantli, tlanextli,"
12521,31,387_630r_45,tequipazol," tetl, ?,"
12522,31,387_630r_47,mixcohuatl," mixtli, cohuatl,"
12523,31,387_630r_49,toztla," toztli,"
12524,31,387_630r_51,zaocnen ?," nenetl, ?, ?,"
12525,31,387_630r_53,ocelotl," ocelotl,"
12526,31,387_630r_55,yaotl," ayotl,"
12527,31,387_630v_03,acamapich," acatl, piqui,"
12528,31,387_630v_05,ocuixcatl ?," tototl, xiuhuitzolli,"
12529,31,387_630v_07,xochicuic," piqui, xochitl,"
12530,31,387_630v_09,huitzne," huitztli,"
12531,31,387_630v_11,tlilhua," tliltic,"
12532,31,387_630v_13,yaotl," ayotl,"
12533,31,387_630v_15,necuametl," tzihuactli,"
12534,31,387_630v_17,mazatl," mazatl,"
12535,31,387_630v_19,picil," xalli,"
12536,31,387_630v_21,cuauhtli," cuauhtli,"
12537,31,387_630v_23,xiuhtli," xihuitl_3,"
12538,31,387_630v_25,coyotzincatl," coyotl,"
12539,31,387_630v_27,timal ?," tzontli, piqui, tlacatl,"
12540,31,387_630v_29,tochtli," tochtli,"
12541,31,387_630v_31,ocelotl," ocelotl,"
12542,31,387_630v_33,chamol," chamolin,"
12543,31,387_630v_35,yaotl," ayotl,"
12544,31,387_630v_37,mazatl," mazatl,"
12545,31,387_630v_39,yaotl," ayotl,"
12546,31,387_630v_41,?," calli, ?,"
12547,31,387_630v_43,xochicuic," xochitl, piqui,"
12548,31,387_630v_45,mixcohuatl," mixtli, cohuatl,"
12549,31,387_631r_02,ehecacuicani," ehecatl, piqui, acatl,"
12550,31,387_631r_04,toztla," toztli, tlantli,"
12551,31,387_631r_06,huitzne," huitztli, macpalli,"
12552,31,387_631r_08,tlatquicazolli," piqui, tlaquimilolli,"
12553,31,387_631r_10,teucyopi," xiuhuitzolli, yopitzontli,"
12554,31,387_631r_12,cozcacuauh," cuauhtli, cozcatl,"
12555,31,387_631r_14,tlacuatl," tlacuatl,"
12556,31,387_631r_16,ayauh ?," popoca, ?_04,"
12557,31,387_631r_18,yaotl," ayotl,"
12558,31,387_631r_20,temillo," tzontli,"
12559,31,387_631r_22,timal," tzontli, piqui, tlacatl,"
12560,31,387_631r_24,huitzne," huitztli, macpalli,"
12561,31,387_631r_26,tochtli," tochtli,"
12562,31,387_631r_28,cuauhihuitl," ayocuan,"
12563,31,387_631r_30,cexochitl ?," xochitl, ayotl,"
12564,31,387_631r_32,ehecatl," ehecatl,"
12565,31,387_631r_34,cuauhtli," cuauhtli,"
12566,31,387_631r_36,tzontli," tzontli,"
12567,31,387_631r_38,aocnel," cuahuitl_2, piqui, tomatl,"
12568,31,387_631r_40,opoch," maitl_1,"
12569,31,387_631v_02,tehuil," iztac, tetl,"
12570,31,387_631v_04,yaotl," ayotl,"
12571,31,387_631v_06,tohuilcuic ?," popoca, piqui,"
12572,31,387_631v_08,tlaxich," tlaxichtli,"
12573,31,387_631v_10,yaotl," ayotl,"
12574,31,387_631v_12,yaotl," ayotl,"
12575,31,387_631v_14,nentequitl," huictli, nenetl,"
12576,31,387_631v_16,topitl ?," ?,"
12577,31,387_631v_18,xiuhnel," xihuitl_3, cuahuitl_2, piqui,"
12578,31,387_631v_20,cuahuitl ?," cuahuitl_1, cuauhtli,"
12579,31,387_631v_22,quiyauh," quiyahuitl,"
12580,31,387_631v_24,amitl *," atl, mitl,"
12581,31,387_631v_26,yaotl," ayotl,"
12582,31,387_631v_28,chicnauh," macuilli, ce,"
12583,31,387_631v_30,cozauh," coltic, ?_08,"
12584,31,387_631v_32,tencuecuenotl," tentli, tlatoa,"
12585,31,387_631v_34,zolin," zolin,"
12586,31,387_631v_36,xiuhnel," piqui, cuahuitl_2, xihuitl_3,"
12587,31,387_631v_38,tlacochin," mitl,"
12588,31,387_631v_40,papalotl," papalotl,"
12589,31,387_632r_02,yopi," yopitzontli,"
12590,31,387_632r_04,yaotl," ayotl,"
12591,31,387_632r_06,tlemacuex," macpalli, tletl, maquiztli,"
12592,31,387_632r_08,cocotl," popoca, comitl,"
12593,31,387_632r_10,chalchiuh," chalchihuitl,"
12594,31,387_632r_12,tecciz," tecciztli,"
12595,31,387_632r_14,tecon *," cuahuitl_2, comitl,"
12596,31,387_632r_16,yaotl," ayotl,"
12597,31,387_632r_18,huitznahua," huitztli,"
12598,31,387_632r_20,yauhxochitl," xochitl,"
12599,31,387_632r_22,atl," atl,"
12600,31,387_632r_24,tetemano ?," ?, tetl,"
12601,31,387_632r_26,cuahuine ?," cuahuitl_1, tlantli,"
12602,31,387_632r_28,tzanaqui," tlacatl, tzanatl,"
12603,31,387_632r_30,nenetl," nenetl,"
12604,31,387_632r_32,tlatlan," tlantli,"
12605,31,387_632r_34,xippal," pantli, xihuitl_3,"
12606,31,387_632r_36,ehecatl," ehecatl,"
12607,31,387_632r_38,tecpaxoch," tecpatl, xochitl,"
12608,31,387_632v_02,nezahualxochitl," tliltic, xochitl,"
12609,31,387_632v_04,teicui," cihuatl,"
12610,31,387_632v_06,yaocihuatl," ayotl,"
12611,31,387_632v_08,texoch," tetl, xochitl,"
12612,31,387_632v_10,acxocue," centzontli, cueitl,"
12613,31,387_632v_12,chimalma," chimalli,"
12614,31,387_632v_14,tlaco," cuauhcozcatl, cihuatl,"
12615,31,387_632v_16,cipac," cipactli,"
12616,31,387_632v_18,tozcueten," toztli, cueitl,"
12617,31,387_632v_20,necihuatl," nenetl, cihuatl,"
12618,31,387_632v_22,ehecaxoch," ehecatl, xochitl,"
12619,31,387_632v_24,?," atl, cihuatl,"
12620,31,387_632v_26,quetzalpetla," petlatl, quetzalli,"
12621,31,387_632v_28,yohualxoch," yohualli, xochitl,"
12622,31,387_632v_30,itzquiyahua," itztli, quiyahuatl,"
12623,31,387_632v_32,nenca," nenetl,"
12624,31,387_632v_34,ceye," etl,"
12625,31,387_632v_36,xippal," xihuitl_3, pantli,"
12626,31,387_632v_38,xochiquetzal," quetzalli, xochitl,"
12627,31,387_632v_40,miztliyauh," miztli, atl,"
12628,31,387_633r_02,papa," tlacatl, quechtzontli,"
12629,31,387_633r_04,cuicaxochitl *," xochitl, cuicatl,"
12630,31,387_633r_06,quilaz," xihuitl_1, atl,"
12631,31,387_633r_08,necihuatl ?," cihuatl, ?,"
12632,31,387_633r_10,acxo," centzontli,"
12633,31,387_633r_12,xochi," xochitl,"
12634,31,387_633r_14,cuatetl," tetl, cuaitl,"
12635,31,387_633r_16,chimalma," chimalli,"
12636,31,387_633r_18,xilotl," xilotl,"
12637,31,387_633r_20,teicui," cihuatl,"
12638,31,387_633r_22,cohuanen," nenetl, cohuatl,"
12639,31,387_633r_24,xiuhtzitzin," tzintli, xihuitl_1, xihuitl_3,"
12640,31,387_633r_26,acxo," centzontli,"
12641,31,387_633r_28,quetzalpetla," petlatl, quetzalli,"
12642,31,387_633r_30,tlaco," cuauhcozcatl, cihuatl,"
12643,31,387_633r_32,tecpaxoch," tecpatl, xochitl,"
12644,31,387_633r_34,?," cihuatl, tlatoa, ?,"
12645,31,387_633r_36,xalixcatl *," ixtelolotli, xalli,"
12646,31,387_633r_38,acxo," centzontli,"
12647,31,387_633v_02,chimalma," chimalli,"
12648,31,387_633v_04,teicniuh ?," xayacatl, tetl,"
12649,31,387_633v_05,ocholoque," icxitl,"
12650,31,387_633v_07,huitzxoch *," huitztli, xochitl,"
12651,31,387_633v_09,tochtli," tochtli,"
12652,31,387_633v_11,quilaz," xihuitl_1, atl,"
12653,31,387_633v_13,nezahual," piqui, tlalpilli,"
12654,31,387_633v_15,yaocihuatl," cihuatl, ayotl,"
12655,31,387_633v_17,ehecacococ $," ehecatl,"
12656,31,387_633v_19,quilaz," xihuitl_1, atl,"
12657,31,387_633v_21,yopi," yopitzontli,"
12658,31,387_633v_23,cueixope *," cueitl, xocpalli,"
12659,31,387_633v_25,nemitl," xocpalmachiyotl,"
12660,31,387_633v_27,tecpaxoch," tecpatl, xochitl,"
12661,31,387_633v_29,mixcohuatl," mixtli, cohuatl,"
12662,31,387_633v_31,cohuanen," nenetl, cohuatl,"
12663,31,387_633v_33,xochitl," xochitl,"
12664,31,387_633v_35,iztac," iztac,"
12665,31,387_633v_37,zolin," zolin,"
12666,31,387_633v_39,toztlapal," toztli, tlapalli,"
12667,31,387_633v_41,motlahuiztuma," quequetzalli, tlacatl,"
12668,31,387_634r_02,ixtlil," ixtlilli,"
12669,31,387_634r_04,tecpatl," tecpatl,"
12670,31,387_634r_06,tozquihua ?," toztli, toztli,"
12671,31,387_634r_08,ocelotl," ocelotl,"
12672,31,387_634r_10,atl popoca," popoca, atl,"
12673,31,387_634r_12,ozoma," ozomatli,"
12674,31,387_634r_13,micque," tlaquimilolli,"
12675,31,387_634r_15,itzcuin," itzcuintli,"
12676,31,387_634r_17,ocelotl," ocelotl,"
12677,31,387_634r_19,huitzilatl," huitzilin, atl,"
12678,31,387_634r_21,mazatl," mazatl,"
12679,31,387_634r_23,oyohual ?," ?_02, yohualli,"
12680,31,387_634r_25,tzoniztal," tzontli, ?_05,"
12681,31,387_634r_27,nentequitl," huictli, nenetl,"
12682,31,387_634r_29,cohuatl," cohuatl,"
12683,31,387_634r_31,cuetzpal," cuetzpalin,"
12684,31,387_634r_33,panhua," pantli,"
12685,31,387_634r_35,cuauhtli," cuauhtli,"
12686,31,387_634r_37,xochtlanqui ?," xochitl, tlantli,"
12687,31,387_634r_39,quetzonpipiqui," quechtzontli,"
12688,31,387_634r_41,cuauhchita," cuauhtli, xiquipilli,"
12689,31,387_634v_02,aquiyahua," quiyahuatl, atl,"
12690,31,387_634v_04,chalchiuh," chalchihuitl,"
12691,31,387_634v_06,chalchiuh," chalchihuitl,"
12692,31,387_634v_08,telpo," tlacatl, ?,"
12693,31,387_634v_10,cuauhtli," cuauhtli,"
12694,31,387_634v_12,chalchiuh," chalchihuitl,"
12695,31,387_634v_14,necuametl," ayocuan,"
12696,31,387_634v_16,olin," olin,"
12697,31,387_634v_18,amitl," atl, mitl,"
12698,31,387_634v_20,quiyahuacal," quiyahuitl, quiyahuatl,"
12699,31,387_634v_22,tehuitzil," huitzilin, tetl,"
12700,31,387_634v_24,ometoch," ce, tochtli,"
12701,31,387_634v_26,tochtli," tochtli,"
12702,31,387_634v_28,tlacopanecatl," tlacotl, piqui,"
12703,31,387_634v_30,acol," atl, maitl_1,"
12704,31,387_634v_32,cuauhtli," cuauhtli,"
12705,31,387_634v_34,itzcuin," itzcuintli,"
12706,31,387_634v_36,itzcotecatl," itztli, comitl,"
12707,31,387_634v_38,yaotl," ayotl,"
12708,31,387_634v_40,xiuhtli," xihuitl_3,"
12709,31,387_635r_02,huitzil *," huitzilin,"
12710,31,387_727v_01,tlecuilhuacan calpolli," calli, tletl, tlecuilli,"
12711,31,387_727v_02,chalchiuhtepec calpolli *," calli, chalchihuitl, tepetl,"
12712,31,387_727v_04,macuil," macuilli,"
12713,31,387_727v_06,chalchiuhtepec *," chalchihuitl, tepetl,"
12714,31,387_727v_08,itzcuin," itzcuintli,"
12715,31,387_727v_10,ehecamaxtla," maxtlatl, ehecatl,"
12716,31,387_727v_12,cocoliloc ?," tlacatl, piqui, macuahuitl,"
12717,31,387_727v_14,coyotzin," coyotl,"
12718,31,387_727v_16,quiyauh," quiyahuitl,"
12719,31,387_727v_18,zaocnen *," ?_05, tlacatl,"
12720,31,387_727v_20,cozol," cozolin,"
12721,31,387_727v_22,cuauhquiyahuacatl," quiyahuatl, cuauhtli,"
12722,31,387_728v_01,?," iglesia,"
12723,31,387_728v_02,teocaltitlan calpolli," calli,"
12724,31,387_728v_04,acxotlan," centzontli,"
12725,31,387_728v_06,cuauhtecatl $," cuauhtli, cuahuitl_2,"
12726,31,387_728v_08,calnahuacatl," calli,"
12727,31,387_728v_10,chichimecayaotequihua," tlacatl, xahualli,"
12728,31,387_728v_12,acxotecatl," centzontli,"
12729,31,387_728v_14,tlacopanecatl," tlacotl, piqui,"
12730,31,387_728v_16,xochimacuil," macuilli, xochitl,"
12731,31,387_728v_18,tizapanecatl," tizatl, pantli,"
12732,31,387_728v_20,papalotecatl," papalotl,"
12733,31,387_728v_22,tocuiltecatl," pantli, tlilhuahuana,"
12734,31,387_728v_24,?," xoxomoltic,"
12735,31,387_729r_01,mizquipolco calpolli," calli, mizquicuahuitl,"
12736,31,387_729r_02,zohuatlan calpolli ?," calli,"
12737,31,387_729r_05,mizquipolcatl," mizquicuahuitl,"
12738,31,387_729r_07,tepixcamecatl," tlacatl, cuauhcozcatl,"
12739,31,387_729r_09,tlocalcatl," calli, tlotli,"
12740,31,387_729r_11,tlacatecatl," xiuhuitzolli, tlacatl,"
12741,31,387_729r_13,cohuatecatl," cohuatl,"
12742,31,387_729r_15,teol ... ?," olli, tianquiztli, tetl,"
12743,31,387_729r_17,cuapole," tzontli,"
12744,31,387_729r_19,mahuiztli *," peinado_erizado,"
12745,31,387_730r_01,?," calli,"
12746,31,387_730r_02,oxihuacan calpolli," ?_05, calli,"
12747,31,387_730r_03,xaltepetlapan calpolli *," calli, xalli, petlatl, yahualiuhqui,"
12748,31,387_730r_04,tlalpican calpolli," tlalpilli, calli,"
12749,31,387_730r_05,itzcoloco calpolli," itzcolotli, calli,"
12750,31,387_730r_07,?," ?,"
12751,31,387_730r_09,?," piqui, ?_03,"
12752,31,387_730r_11,acxotecatl," centzontli,"
12753,31,387_730r_13,cuauhtli," cuauhtli,"
12754,31,387_730r_15,calnahuacatl," calli,"
12755,31,387_730r_17,oxihua ?," tzontli, piqui, tlacatl,"
12756,31,387_730r_19,teocuitlachiuhqui," teocuitlatl, piqui,"
12757,31,387_730r_21,tlacochcalcatl," mitl,"
12758,31,387_730r_23,tlecuilhua," tlecuilli,"
12759,31,387_730r_25,mazatl," mazatl,"
12760,31,387_730r_26,xalpatol calpolli *," calli, etl, xalli,"
12761,31,387_730r_28,amiztlato," miztli, atl,"
12762,31,387_730r_29,quetzalhuacan calpolli," calli, quequetzalli, piqui,"
12763,31,387_730r_31,yaotequihua," tlacatl, xahualli,"
12764,31,387_730r_33,ocuixcatl," ayocuan, cuixtli,"
12765,31,387_730r_35,zacatecatl," zacatl,"
12766,31,387_730r_37,tlacochcalcatl," mitl,"
12767,32,387_637r_02,atzompan," atl, tzontli, tlacatl,"
12768,32,387_638r_02,mixcohuatl," mixtli, cohuatl,"
12769,32,387_638r_04,cemoquich," centli, tlacatl,"
12770,32,387_638r_06,macuex," macpalli, maquiztli,"
12771,32,387_638r_08,quiyauh," quiyahuitl,"
12772,32,387_638r_09,centecpanpixqui," pantli, piqui,"
12773,32,387_638r_11,acatl," acatl,"
12774,32,387_638r_13,cuappopoca," cuauhtli, popoca,"
12775,32,387_638r_15,choctli," ixayotl,"
12776,32,387_638r_17,cimatl," cimatl,"
12777,32,387_638r_19,quechol," quecholli,"
12778,32,387_638r_21,cexochitl," xochitl, ce,"
12779,32,387_638r_23,tlachix *," tlaxichtli,"
12780,32,387_638r_25,tepixqui," tlacatl, tetl,"
12781,32,387_638r_27,icnonemitl," tlacatl, ixayotl, xocpalmachiyotl,"
12782,32,387_638r_29,huitzitl," huitztli,"
12783,32,387_638r_31,huitzitl," huitztli,"
12784,32,387_638r_33,cecuauh," cuauhtli, ce,"
12785,32,387_638r_35,ocelotl," ocelotl,"
12786,32,387_638r_37,tlapatl," xochitl,"
12787,32,387_638r_39,quetzon," quechtzontli,"
12788,32,387_638r_41,quiyauh," quiyahuitl,"
12789,32,387_638r_43,teucton," xiuhuitzolli,"
12790,32,387_638v_02,yaqui," otli, xocpalmachiyotl,"
12791,32,387_638v_04,cocoliztli," tlacatl, peinado_erizado,"
12792,32,387_638v_06,yaotl," ayotl,"
12793,32,387_638v_08,mimich," michin,"
12794,32,387_638v_09,centecpanpixqui," pantli, piqui,"
12795,32,387_638v_11,huitzitl," huitztli,"
12796,32,387_638v_13,xolotl," xolotl,"
12797,32,387_638v_15,yaotl," ayotl,"
12798,32,387_638v_17,tlaneuh," ?_05, macpalli,"
12799,32,387_638v_19,quiyauh," quiyahuitl,"
12800,32,387_638v_21,quiyauh," quiyahuitl,"
12801,32,387_638v_23,quechol," quecholli,"
12802,32,387_638v_25,cuauhquiztoc," cuauhtli, calli, xocpalmachiyotl,"
12803,32,387_638v_27,xihuitl," xihuitl_3,"
12804,32,387_638v_29,mazatl," mazatl,"
12805,32,387_638v_31,quimotili," tlacatl, macpalli, ?_05,"
12806,32,387_638v_33,cohuatl," cohuatl,"
12807,32,387_638v_35,tlacochin," mitl,"
12808,32,387_638v_37,cuahuiton," piqui, cuahuitl_2,"
12809,32,387_638v_39,tochtli," tochtli,"
12810,32,387_638v_41,cuetzpal," cuetzpalin,"
12811,32,387_638v_43,yaotl," ayotl,"
12812,32,387_639r_02,tlacochin," mitl,"
12813,32,387_639r_04,nentlamati," nenetl, ?,"
12814,32,387_639r_06,contli ?," cuetlachtli,"
12815,32,387_639r_08,cuauhtli," cuauhtli,"
12816,32,387_639r_09,centecpanpixqui," pantli, piqui,"
12817,32,387_639r_11,iyauhcohuatl," xihuitl_1, cohuatl,"
12818,32,387_639r_13,huehue," tlacatl, xolochauhqui,"
12819,32,387_639r_15,olin," olli, olin,"
12820,32,387_639r_17,tochtli," tochtli,"
12821,32,387_639r_19,tetzico ?," tlacatl, ?_04,"
12822,32,387_639r_21,acontepetl," comitl, tepetl,"
12823,32,387_639r_23,cimatl," cimatl,"
12824,32,387_639r_25,tlaol," tlaolli,"
12825,32,387_639r_27,itzcuin," itzcuintli,"
12826,32,387_639r_29,zacatlo," tlotli, zacatl,"
12827,32,387_639r_31,temol ?," tetl,"
12828,32,387_639r_33,yaotl," ayotl,"
12829,32,387_639r_35,inehuia  ?," nenetl, ?_04,"
12830,32,387_639r_37,tzihuacxilotl," tzihuactli, xilotl,"
12831,32,387_639r_39,contlamati  ?," tlacatl, macpalli,"
12832,32,387_639r_41,calli," calli,"
12833,32,387_639r_43,xiuhnel," xihuitl_1,"
12834,32,387_639v_02,xomacui ?," ?_02,"
12835,32,387_639v_04,yacapepetz," itztli, tliltic,"
12836,32,387_639v_06,tlachix," tlaxichtli,"
12837,32,387_639v_08,quiyauh," quiyahuitl,"
12838,32,387_639v_09,centecpanpixqui," pantli, piqui,"
12839,32,387_639v_11,tzompan," tzompoton,"
12840,32,387_639v_13,yaotl," ayotl,"
12841,32,387_639v_15,cuauhtli," cuauhtli, cuahuitl_2,"
12842,32,387_639v_17,cequiyauh," quiyahuitl, ce,"
12843,32,387_639v_19,ehecazali ?," cuauhtli, cuauhcalli,"
12844,32,387_639v_21,ozoma," ozomatli,"
12845,32,387_639v_23,cuelachic ?," tepetl,"
12846,32,387_639v_25,mimich," michin,"
12847,32,387_639v_27,tequitotol," totolin,"
12848,32,387_639v_29,cuauhpoyahual," cuauhtli,"
12849,32,387_639v_31,yollo," yollotl,"
12850,32,387_639v_33,cuacuauh," cuacuahuitl,"
12851,32,387_639v_35,cuetlach," cuetlachtli,"
12852,32,387_639v_37,ohuatl," ohuatl,"
12853,32,387_639v_39,ahuitzotecatl," quimichin,"
12854,32,387_639v_41,xolomitl," tlacatl, omitl_1,"
12855,32,387_640r_02,xochipepenatl," xochitl, piqui,"
12856,32,387_640r_04,huitzitl," huitztli,"
12857,32,387_640r_06,macuex," macpalli, maquiztli,"
12858,32,387_640r_08,ozoma," ozomatli,"
12859,32,387_640r_09,centecpanpixqui," pantli, piqui,"
12860,32,387_640r_11,cuixtli," cuixtli,"
12861,32,387_640r_13,teton," tetl,"
12862,32,387_640r_15,ehecamalacatl," ?_05,"
12863,32,387_640r_17,calli," calli,"
12864,32,387_640r_19,huilotl," huilotl,"
12865,32,387_640r_21,mazatl," mazatl,"
12866,32,387_640r_23,atl," atl,"
12867,32,387_640r_25,tlatzcan," tlatzcan,"
12868,32,387_640r_27,tlacocalqui," calli,"
12869,32,387_640r_29,patlan," tototl,"
12870,32,387_640r_31,xitecuil," ocuilin,"
12871,32,387_640r_33,ocelotl," ocelotl,"
12872,32,387_640r_35,iyauhcohuatl," xihuitl_1, cohuatl,"
12873,32,387_640r_37,tlaneuh," macpalli, tomin,"
12874,32,387_640r_39,tlalolin," olin, tlalli,"
12875,32,387_640r_41,tlamaca ?," tlacatl, huitztli,"
12876,32,387_640r_43,huitztli," huitztli,"
12877,32,387_640r_45,macuiltecpanpixqui," piqui, pantli,"
12878,32,387_640v_02,mixcohuatl," mixtli, cohuatl,"
12879,32,387_640v_04,tlalli," tlalli,"
12880,32,387_640v_06,cohuatonal," cohuatl, tlanextli,"
12881,32,387_640v_07,centecpanpixqui," pantli, piqui,"
12882,32,387_640v_09,cuauhtli," cuauhtli,"
12883,32,387_640v_11,chiltototl," tototl, chilli,"
12884,32,387_640v_13,mazatl," mazatl,"
12885,32,387_640v_15,opoch," macpalli, olli,"
12886,32,387_640v_17,tlacochin," mitl,"
12887,32,387_640v_19,tentzon," tlacatl, tentzontli,"
12888,32,387_640v_21,teucchol," xocpalmachiyotl, xiuhuitzolli,"
12889,32,387_640v_23,tlamaca," tlacatl, huitztli,"
12890,32,387_640v_25,ozoma," ozomatli,"
12891,32,387_640v_27,tlaminqui," tlahuitolli, mitl,"
12892,32,387_640v_29,xochipepena," xochitl, piqui,"
12893,32,387_640v_31,cuetlach," cuetlachtli,"
12894,32,387_640v_33,tlazoocnen ?," ?_04, nenetl,"
12895,32,387_640v_35,tlacoquen," ehuatl_2,"
12896,32,387_640v_37,icnocuauh," ixayotl, cuauhtli,"
12897,32,387_640v_39,huitzitl," huitztli,"
12898,32,387_640v_41,cohuatl *," cohuatl,"
12899,32,387_641r_02,patlan," tototl,"
12900,32,387_641r_04,tozquechol," toztli, quecholli,"
12901,32,387_641r_06,centecpanpixqui," pantli, piqui,"
12902,32,387_641r_08,millacuilol," tlalli, tonalli,"
12903,32,387_641r_10,zacapech," icpalli, zacatl, petlatl,"
